label,title,description
4,"UC Berkeley Hack Not Unusual, Analyst Says","in which the hacker gained access to the private information of 600,000 clients and workers in California's In-Home Supportive Services program "
3,Schwab ex-CEO to get almost $10M,"SAN FRANCISCO (CBS.MW) -- Charles Schwab Corp. is paying David Pottruck, ousted as chief executive officer in July, a lump-sum payment of $6."
3,Oil Prices Hit Peaks on Winter Worries (Reuters),"Reuters - Oil prices rallied to a record above\  55 a barrel Monday on concerns over a winter fuel supply\crunch, and as traders took comments from a top U.S. official\to mean high prices have yet to really dent U.S. demand."
2,Broken jaw slows Kurz,The avalanche of injuries that has raced across the Notre Dame men's basketball roster in recent months has now touched someone yet to play one minute for the Irish.
3,"Factories Speed Ahead, Consumers Spend"," NEW YORK (Reuters) - The outlook for U.S. manufacturing  improved in November as factories hired more workers in  response to a jump in new orders, a national survey published  on Wednesday showed."
3,Splenda Is Splendid,The world's sole manufacturer of sucralose reports that demand far outstrips supply.
2,Cavaliers Activate Forward Luke Jackson ,AP - Cavaliers forward Luke Jackson was activated Wednesday after missing five games because of tendinitis in his right knee. Cleveland also placed forward Sasha Pavlovic on the injured list.
1,Leading Democrat Senator Won't Block Confirmation of Gonzales,"President Bush's nominee for attorney general, Alberto R. Gonzales, was all but guaranteed Senate confirmation today."
2,NL notables,"Brandon Backe hit the first home run by an Astros pitcher since Ron Villone smacked one Aug. 15, 2003."
4,Saving the Artistic Orphans,"Brewster Kahle, the founder of the Internet Archive, sues the federal government to help 'orphan works' return to the public domain. Pieces of history and culture are caught in a morass of far-reaching copyright laws. By Katie Dean."
2,NASCAR Green-Flags Liquor Sponsors,"The National Association for Stock Car Auto Racing (NASCAR) on Nov. 10 said it's lifting its decades-long, self-imposed ban on liquor sponsorships."
4,Toshiba Develops Hybrid DVD,Toshiba Ltd. and Memory-Tech said this week that they plan to bring to market a hybrid DVD disc that can be used both for standard-definition and HD content.
4,AOL won't use Microsoft anti-spam standard,America Online has shunned a Microsoft proposal to help weed out unwanted  quot;spam quot; e-mail because Internet engineers are reluctant to adopt technology owned by the dominant software company.
1,"Senate Panel to Set Hearings on Insurgency, Shortages",The Armed Services Committee's hearings will include an examination of criticism that the Defense Department failed to prepare for the insurgency and went into action with a shortage of armor for trucks and Humvees.
2,India in Commanding Position,Bangladesh finally ended Indias first innings in the second Test in Chittagong today - but not before the tourists had amassed a commanding 540.
4,Sandisk Increases Phone Memory Capacities,"Sandisk this week announced the addition of new, higher capacity memory cards for mobile phones. The miniSD and RS-MMC card formats will now be offered in capacities as large as 512MB starting in November."
3,Byrd amendment buys US $150 million in WTO sanctions,"The World Trade Organization granted authorization Friday to the European Union, Japan, Canada, Korea, Mexico, India, and Chile, to slap retaliatory sanctions if the US fails to repeal the Byrd amendment."
4,Oracle Moves To Quarterly Security-Patch Cycle,"Oracle's new quarterly security-patch schedule departs from its monthly schedule, which Microsoft also uses. By George V. Hulme."
4,Scan the Summer Sky for the Archer (SPACE.com),"SPACE.com - On these late summer evenings \  after the Sun has set, look low in the south for the classical Archer, Sagittarius."
4,Microsoft to Launch New Search Engine,"Microsoft is set to unleash its much-anticipated search technology this week, as it ramps up efforts to take on market leader Google."
1,"Report: Japan, Russia to Lose Population","WASHINGTON - Japan, Germany and many other large industrialized countries face long-term population slowdowns or declines as more young adults have fewer children or delay child-rearing, demographers say.    While the world's population is expected to increase by almost 50 percent by 2050, Japan could lose 20 percent of its population over the next half-century, according to data released Tuesday by the private Population Reference Bureau..."
1,Sacked Boris 'will bounce back',"Tory MP Boris Johnson's political career is not over despite his sacking, say his friends and father."
3,Report: Southwest to cut 88 flights; local impact unclear,"Southwest Airlines plans to cut 88 flights from its schedule starting Oct. 31 in an effort to free up planes for more profitable markets, the Wall Street Journal reported Monday."
1,U.S. Commander in Iraq Faulted Supply Chain --Report," WASHINGTON (Reuters) - The former top U.S. commander in  Iraq complained last winter to the Pentagon that a poor supply  situation was threatening the Army's ability to fight, The  Washington Post reported on its Web site on Sunday."
3,This unconventional IPO has a familiar ring,"Google, like so many dot-coms before it, came roaring out of the IPO gate Thursday priced at the low end of expectations and promptly surged in value as investors piled onto the much-hyped share offering. "
2,Martyns 114 gives Aussies early impetus,"Nagpur: Barely a few minutes after stumps were drawn on the opening day, John Buchanan and Adam Gilchrist walked up to have a first-hand look at the wicket."
1,Dollar perks up from Friday's jobs slump ,AFP - The dollar drifted higher against the euro in a modest recovery after Friday's decline following weak US job creation numbers for September.
1,The Milosevic trial is doing its job,"BELGRADE Expect some fireworks Tuesday when Slobodan Milosevic takes up his own defense at the war crimes tribunal in The Hague. Over the last few years, as the prosecution presented evidence that the former "
4,New eco-friendly mobile phone case turns into flower,Feeling guilty that you've just thrown away your umpteenth mobile phone to get the latest handset? Soon you may be able to plant your old one and watch it grow into a flower.
4,"EarthLink to offer voice, data Blackberry device","Internet Service Provider (ISP) EarthLink Inc. Wednesday announced it is extending its reach as a communications company by offering Research in Motion Ltd.'s BlackBerry 7750, which is both a wireless phone and a data device."
1,Chinese Official Sentenced to Death ,AP - An official once in charge of guarding cultural relics has been sentenced to death in China's biggest antiquities theft case since the start of communist rule in 1949.
1,"Tunisian Doctors Examine Arafat, Aides Blame Flu (Reuters)","Reuters - Six Tunisian doctors\arrived in the West Bank on Saturday to examine Yasser Arafat,\but aides dismissed Israeli media reports that the Palestinian\president's health had deteriorated and said he had flu."
1,Cuts unnecessary to delivery baby,"When a baby is stuck during delivery, doctors do not have to cut the woman to safely deliver the child, research shows."
2,Bowa Fired in Philly,"A number of Philadelphia newspapers reported earlier in the day that the firing was imminent and would likely come at the end of the season, but general manager Ed Wade made it official early Saturday evening."
3,Tech Stocks Tumble After Chip Makers Warn,"US stocks fell on Thursday, hit by a sharp drop in technology shares following a slew of sales warnings from semiconductor makers, and as oil prices rose nearly $1 a barrel."
3,UAL pension trustee seeks $994 million,"United Airlines must pay $994 million in skipped contributions to employee pension plans and in benefits accrued by the plans, said the company appointed to protect worker interests in the retirement funds."
4,U.S. Judge Rejects Law to Block Child Porn on Web (Reuters),"Reuters - A Pennsylvania law allowing the\state to force Internet service providers to block access to\child pornography sites is unconstitutional, a federal judge\ruled on Friday."
2,NHL to reject players latest offer: TSN,"TSN has obtained a memo showing the NHL will reject the latest offer from its players.  quot;In sum, we believe the Union's December 9 CBA proposal, while offering necessary and significant short-term financial "
3,Insurer feeling strain,"Straining under the looming pension crisis in the airline industry, the federal pension benefits insurer yesterday reported that its deficit more than doubled from a year earlier."
3, Googlers scoop up piles of cash,"NEW YORK (CBS.MW) -- While Google founders Larry Page and Sergey Brin each made tens of millions of dollars selling some of their holdings in the Internet search giant, they were hardly alone. "
4,Hewlett-Packard takes a new approach to software,The company extends a deal with open-source Java software maker JBoss in an effort to compete with IBM.
3,"China May Avoid Sudden Slowdown as Rates Rise, Survey Shows","China may avoid a sudden economic slowdown after the central bank raised benchmark interest rates for the first time in nine years last week, a survey showed."
1,Brazil denies getting nuclear technology from Pakistan:,"World News Brasilia, Oct 2 : Brazil has denied that technology for its centrifuge plants for uranium enrichment comes from the clandestine nuclear network headed by Pakistani scientist Abdul Qadeer Khan."
4,What Do Women Game Designers Want?,"Video game makers are showing new interest in creating games that appeal to women. But women who might design those games are still finding it hard to break into an industry that considers gaming a ""boy thing."""
4,"Group Formed to Track, Thwart IM Threats","A group of Internet security and instant messaging providers have teamed up to detect and thwart the growing threat of IM and peer-to-peer viruses and worms, they said this week."
4,"Nature and Nurture, the Recipe for Olympic Gold","Olympic champions have their parents to thank for their physiology #151;but no one is born a world-record holder. That also requires training, nutrition, desire, and determination."
2,Astros pass Cubs in wild-card race,"The Houston Astros pushed closer to a playoff berth, winning their club-record 15th straight home game by beating the St. Louis Cardinals, 6-4, last night."
4,"Europe gets iTunes, Canada is next","Along with the launch of 2 new iPods in iPod U2 Special Edition and iPod Photo, Apple also launched their flagship digital music store iTunes in European countries."
3,Eli Lilly expects earnings growth in 2005; accelerated newer drug ,"NEW YORK, December 9 (newratings.com) - Eli Lilly and Co (LLY.NYS) guided to earnings growth in 2005 today, driven by the accelerating sales of its newer drugs."
2,Stricken Washington guard announces return to court,"Twenty months after her teammates helped save her life when her heart stopped, Kayla Burt said Tuesday she plans to again play basketball for Washington in the 2004-05 season. "
3,Letters,"Mellon Financial is good for Boston We take exception to Sasha Talcott's characterization of Mellon Financial in her story on corporate giving in Boston ( quot;Mergers pinching smaller nonprofits, quot; Nov. 21)."
4,Kon Tiki Returns To The Sea,"Nearly 60 years after Thor Heyerdahl sailed his Kon-Tiki balsa raft across the Pacific to prove a theory about ancient mariners, a team that includes his grandson plans to recreate the 101-day epic voyage - although the craft will have solar panels "
3,Harmony Gold Bids for Gold Fields (Reuters),"Reuters - South Africa's Harmony Gold has\made an unsolicited 52.9 billion rand (  8.2 billion) bid to\take over bigger domestic rival Gold Fields to create the\world's biggest gold producer, it said on Monday."
1,Vatican Says It's Willing to Help End Najaf (Correct),"Aug. 17 (Bloomberg) -- The Vatican is willing  to help end fighting between militiamen loyal to Shiite Muslim cleric Moqtada al-Sadr and Iraqi and US forces in Iraq's holy city of Najaf, according to a statement on the Holy See's Web ..."
1,Bush Tries to Mend Ties With Latin America ,"AP - President Bush, trying to mend relations with Latin America, pledged Sunday to make a fresh push for stalled immigration reforms and defended the U.S. invasion of Iraq, saying that ""history will prove it right."""
3,Japanese order data weigh on stocks,"TOKYO Japanese stocks fell Thursday after a government report showed that machinery orders unexpectedly declined in September, signaling that corporate investment may weaken."
1,U.S. Official: No Prospect of Bargain on Iran Nukes," BRUSSELS (Reuters) - The United States sees no reason to  offer Iran incentives to ensure its nuclear program remains  peaceful, a U.S. government official said on Tuesday."
4,Google Brings Search Technology to the Desktop,"With Google Desktop Search, users can sift through their e-mail, files, Web history and chats to find information in the same way they search the Internet."
2,Kicked into high gear,"Marc Thomas returned the opening kickoff of the second half 93 yards for a touchdown, igniting Northeastern to a run of 28 straight points in just over eight minutes as the Huskies crushed the University of Rhode Island, 42-14, at Parsons Field yesterday."
3,NZ Telecom 1Q Net Likely Up But Competition Hurt Mkt Shr,"WELLINGTON (Dow Jones)--Telecom Corp. of New Zealand (TEL.NZ) is expected to post higher net profit for the fiscal first quarter thanks to reduced interest costs, but operating earnings "
2,OLYMPICS  WILL MAKE 100m PROFIT ,"More than 100million profit is expected to be made from staging the 2012 Olympic Games in London, it has been claimed. The estimate forms part of the London 2012 bid book handed into the International Olympic Committee on Monday."
4,"On Mars, no life yet, but plenty blue screens of death","Evidence from busy rovers suggests one-time presence of water, but system reboots almost dried up the sea of data."
1,Turkey aids Syria on border fire,Turkey sends army planes and helicopters to help extinguish a forest fire in neighbouring Syria.
3,Stocks Fall on Greenspan Deficit Warning,Stocks fell modestly Friday as Federal Reserve Chairman Alan Greenspan sounded a warning over the nation's spiraling trade deficit.
3,Report: Citigroup to Bid for Cazenove," LONDON (Reuters) - U.S. investment bank Citigroup is set to  bid for UK stockbroker Cazenove &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAZ.UL target=/stocks/quickinfo/fullquote""&gt;CAZ.UL&lt;/A&gt;, challenging rivals JP  Morgan &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.L target=/stocks/quickinfo/fullquote""&gt;JPM.L&lt;/A&gt; and Lehman Brothers &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LEH.N target=/stocks/quickinfo/fullquote""&gt;LEH.N&lt;/A&gt; for the City's most  venerable institution, the Observer reported."
1,Two Taliban commanders caught,"US-LED and Afghan soldiers arrested two senior Taliban commanders and six militants during an operation in south-central Afghanistan, officials said today."
3,US: Coke lowers earnings and sales expectations,"The Coca-Cola Company is lowering its long-term earning and sales targets. In a statement today (11 November), the company added that continued weak performance in certain key markets was expected in 2005 as operational issues are addressed."
3,Intuit 4Q Loss Widens on Charge,"MOUNTAIN VIEW, Calif. (AP)--Intuit Inc.'s loss widened for the fourth quarter ended July 31, hurt by slower seasonal sales of the company's tax and finance software and an impairment charge from its decision to sell one of its businesses, the company said ..."
3,"Nortel cutting 950 jobs in Canada, mostly in Ottawa, among total ","TORONTO (CP) - Nortel Networks gave details of previously announced job cuts Thursday, saying it is cutting 950 jobs in Canada - almost 10 per cent of its workforce in this country-and 1,400 in the United States among a total of 3,250 to be eliminated "
3,SEI Investments beats Q3 target by 6 cents per share,"NEW YORK (CBS.MW) -- SEI Investments (SEIC) on Tuesday reported third-quarter net income of $45.4 million, or 43 cents per share, up from $35."
2,WI captain expects more from England,"Brian Lara expects the England fast bowlers to come up with something similar to the Shoaib Akhtar bouncer that struck his neck and left him dizzy in the Champions Trophy semi-final, West Indies coach Gus Logie said yesterday."
1,Survey Says Political Parties Seen as Most Corrupt Institutions,"Political parties are seen as the institutions most afflicted by corruption, according to a survey released by a non-governmental organization that monitors corruption."
4,Standards group scuttles Microsoft e-mail proposal,Internet engineers working on a standard for identifying the source of e-mail messages voted down a proposal by Microsoft to include some of that company's intellectual property in the specification.
2,Heat Hold Off Wizards,Shaquille O'Neal has the Miami Heat off to their best start ever after scoring 20 points in a 103-93 victory over the Wizards.
4,"Smaller, more powerful PC fuel cell is on the way","OCTOBER 28, 2004 (IDG NEWS SERVICE) - A new fuel cell for notebook PCs, more compact and powerful than competing technologies, could be on the market in early 2006 at a price of around $90, its Japanese inventors said this week."
4,Manitas principal collaborates,Credentials: Bachelor's degree in psychology from Michigan State University; master's degree in education/political science from Arizona State University; doctorate degree in educational leadership/policy studies from ASU.
4,PeopleSoft executive Gupta departs,"Ram Gupta, who was an executive vice president, leaves the company after a four-year stint. PeopleSoft is mum on the details."
4,2004: The Year Global Warming Got Respect,"Despite some media assertions to the contrary, the world's scientific community has reached consensus that human-induced climate change is real, a review finds."
3,Tokyo Stocks Seek Direction from Overseas," TOKYO (Reuters) - Tokyo stocks are expected to stick to a  narrow range this week as investors focus on a flood of U.S.  earnings, soaring oil prices and the race for the White House."
4,"SanDisk ups capacity, again","SanDisk has announced new, high-capacity versions of many of its flash card formats. New versions of both the miniSD and RS-MMC card formats now push the maximum capacity to 512 MB."
3,"Canadian Tire Net Rises 17, Helped by Credit Cards ","Canadian Tire Corp., the country's biggest retailer of auto supplies and sporting goods, said third- quarter profit rose 17 percent as customers put more purchases on the company's credit card."
4,The Internet electric,"Will a new set of FCC rules for broadband over power lines bring the Internet to millions more homes? On Friday, proponents of broadband Internet service over power lines hailed a recent decision by the US "
2,Defense removing push to seal Bryant case evidence,"Kobe Bryant's attorneys abruptly dropped a bid to seal evidence in the NBA star's rape case Monday, saying the details will be leaked anyway and releasing all the documents would reveal "
2,Molik stays hot; Suarez bows out in Luxembourg,"Kockelscheuer, Luxembourg (Sports Network) - Aussie Alicia Molik began her quest for a second title in two weeks on Thursday, while top-seeded Argentine Paola Suarez was among the second-round upset victims at the $225,000 Seat Open Luxembourg."
1,Giambi Ends Slump As Yanks Beat Blue Jays,"NEW YORK - Jason Giambi homered to end the longest slump of his career and Esteban Loaiza finally earned his 100th career victory and first for the Yankees, leading New York over the Toronto Blue Jays 5-3 Tuesday night.    Gary Sheffield hit his 36th home run two days after getting a pair of cortisone shots..."
2,Urlacher not expected to play Sunday,"Lake Forest, IL (Sports Network) - Chicago Bears standout linebacker Brian Urlacher has been downgraded to doubtful for Sunday's game against Philadelphia."
1,Thai King Urges Premier to Be More Lenient in the Muslim South,"In a sign of national crisis, Thailand's revered king summoned Prime Minister Thaksin Shinawatra and urged him to take a more measured approach toward Muslim violence in the south, Mr."
4,Worm salutes Microsoft,"After a relatively quiet fall, mass-mailing worm begins to spread on Windows PCs. Meanwhile, the Air Force turns to Microsoft for security help."
4,Youth admits to creating computer virus,German prosecutors say a teenager has confessed to creating the virulent Sasser computer virus. Authorities say Sven Jaschan is believed also to be responsible for the Netsky virus.
3,Feds new OT rules quietly take effect in Valley offices,"New overtime regulations for white-collar workers went into effect Monday with little hoopla at offices in the Valley. But in Washington, DC, several hundred union members protested the Fair Labor Standards "
4,SWsoft teams with Acronis to boost virtual servers,"Firms sign joint development, marketing deal for integrated product expected next year."
4,"NetSuite relaunches, Oracle delays small business suite","Two months after ending a licensing deal with Oracle Corp., midmarket business applications vendor NetSuite Inc. is using its entry-level software relaunch to woo customers of Intuit Inc.'s QuickBooks."
1,Afghan Kidnappers Mull Fate of UN Hostages,"Afghan kidnappers holding three foreign United Nations workers hostage say they are now considering whether to kill, hold or release their captives."
3,Sprucing Up Sidewalks,D.C. has hired a group to develop new design standards for downtown food carts and souvenir stands.
2,Seventh heaven in Spa for Schumi?,"Victory in tomorrow's Belgium's Grand Prix would not only seal a seventh world title, it would also be his seventh win at Spa in Ferrari's 700th race."
2,Turin Winter Games President to Resign,The president of the 2006 Turin Winter Olympic Games has decided to resign saying he no longer has the support of the Italian government.
3,Best Buy Posts Quarterly Profit Increase (Reuters),"Reuters - Top U.S. electronics chain Best Buy\Co. Inc.  on Wednesday reported higher quarterly profit\due to expense control and higher gross margins, offsetting\sluggish sales growth."
4,Toshiba is taking back bad memory,ZDNet's survey of IT professionals in October kept upgrading hardware at number two on the businesses radar throughout the year.
4,Google News Biased? Can Algorithms Take Sides?,"Google News Biased? Can Algorithms Take Sides?\\Danny Sullivan posted a thread at SEW forums named News Search  #038; Biases, where he points to an article written at OJR.org named Balancing Act: How News Portals Serve Up Political Stories. This blew my mind.\\The article discusses how Google News seems to be ..."
3,Brokerage client assets rise 15,"Fidelity Investments said brokerage client assets increased 15 percent to $1.02 trillion in the third quarter as the company made strides to lure customers from the likes of Charles Schwab Corp. The number of client accounts increased to 13.7 million, a 6 percent gain from 12.9 million in the same period a year earlier, the Boston firm said. Fidelity has ..."
2,Montana cruises to final,"Craig Ochs passed for 204 yards and three touchdowns, and Montana forced four turnovers in a 34-13 victory over Sam Houston State in a Division 1-AA semifinal game yesterday in Missoula, Mont."
2,Williams told to repay Dolphins $8.6 million,Former Miami Dolphins running back Ricky Williams was ordered Friday to repay the team more than $8.6 million for breaching his contract when he suddenly quit before training camp.
3,Court rejects FT damage claim,LONDON A judge rejected a claim Wednesday for a record 230.5 million in special damages in a libel case against the Financial Times newspaper that is being pursued by the London-based brokerage firm Collins Stewart Tullett.
4,Sharp net profit up 40 percent in first half on robust LCD TV sales ,AFP - Leading electronics maker Sharp said interim net profit rose 40.7 percent to a record high on robust sales of liquid crystal display TVs and camera-equipped cellphones but it cautioned on the outlook due to the possible impact of high oil prices on global economic growth.
1,Kenyan in surprise Nobel peace win,"Kenyan Deputy Environment Minister Wangari Muta Maathai has been named winner of the 2004 Nobel Peace Prize, beating a number of much better known world names to the prestigious award."
3,Pace of Mid-Atlantic Factories Moderates,"NEW YORK (Reuters) - Factories in the US Mid-Atlantic region slowed a little in August but remained at solid levels, although new orders fell sharply in a warning sign for future growth, a report showed on Thursday. "
2,Sonics win streak at 7 with 103-95 win over Sixers,"PHILADELPHIA - The difference between the two halves of the NBA used to be as distinct as red states and blue states. Teams residing on the left side of the country preferred an up-tempo game, while everyone else plodded through half-court sets."
4,Fox fires volley over stem policy,"Actor Michael J. Fox added his Hollywood power to Sen. John F. Kerry's campaign yesterday, denouncing President Bush's stem-cell research policy as blocking promising research on major diseases."
2,Nedved gives Juventus late win,"Bologna, Italy (Sports Network) - Czech striker Pavel Nedved scored off a free kick in the 86th minute Sunday to give Juventus a 1-0 win at Bologna."
3,Tag Team: Yahoo and Adobe,The two companies join forces to beat out the competition. Also:  Sprint to debut services to help companies manage cell phones issued to employees   hellip;. Netflix skating on thin ice.... and more.
3,El Paso Sees $2.7 Bln Drop in Assets," NEW YORK/HOUSTON (Reuters) - El Paso Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EP.N target=/stocks/quickinfo/fullquote""&gt;EP.N&lt;/A&gt; on Monday  disclosed the full damage from its drastic cut in reserves  earlier this year, saying a long-awaited restatement will slash  the value of its oil and gas assets by $2.7 billion."
1,Japan vows troops will stay in Iraq after 24-year-old hostage ,TOKYO - Prime Minister Junichiro Koizumi vowed on Sunday that Japanese troops would continue their domestically unpopular mission in Iraq after Islamic militants demanding a pullout killed a 24-year-old Japanese tourist.
1,Israeli Tanks Surge Into Gaza Refugee Camp -Witnesses (Reuters),Reuters - A column of Israeli tanks surged into the\heart of the Jabalya refugee camp in the northern Gaza Strip on\Thursday as the army broadened its sweep for militants behind a\deadly rocket attack on an Israeli town.
4,Intel Announces Latest Mobile Chip,"Intel has announced the latest version of its Centrino mobile processor family, the Pentium M 765, which offers 2 MB of Level 2 cache and a 400-MHz system bus."
2,Tech turnovers fuel runaway for Cavaliers,"ATLANTA -- Alvin Pearman scored two touchdowns and Virginia came up with four key turnovers, leading the 18th-ranked Cavaliers to a 30-10 victory over Georgia Tech yesterday."
1,Turkey Corrects Its Corruption Report,Turkey's downward trend on the Corruption Perceptions Index over the last four years has stopped. Its grade rose from 3.1 to 3.2 this year.
1,"Myanmar completes release of 9,000 prison inmates","YANGON - Myanmar has completed its mass release of more than 9,000 inmates, a prison department source said, following a shake-up in the military-run regime."
2,Nesterenko Speeds to Win in Women's 100-Meter Final, ATHENS (Reuters) - Yuliya Nesterenko of Belarus sped to an  unexpected victory in the women's 100 meter final at the Athens  Olympics Saturday.
3,Reason to beware,The death and destruction inflicted by Hurricane Ivan confirms that Southwest Floridians fears of the powerful hurricane were well justified.
1,"U.S. Bombs Falluja, Rebels Strike in Samarra, Ramadi"," FALLUJA, Iraq (Reuters) - U.S. forces poised to assault  Falluja bombarded the rebel stronghold on Saturday, while  insurgents launched deadly attacks that killed 34 people in  Samarra, another city in Iraq's Sunni Muslim heartland."
2,Can The Irish Pull the Ultimate Upset?,The Irish head into Saturdays game with a 6-4 record and not much to play for. The Trojans are undefeated and are chasing their second consecutive National Championship.
4,Microsoft introduces desktop search feature,"Microsoft Corp., world largest software maker, introduced its desktop search feature on Monday, taking aim at Google with its beta desktop search functionality."
2,Safin Makes Early Exit at U.S. Open ,"AP - Just like at Wimbledon two months ago, Marat Safin exited at the earliest stage of the U.S. Open on Tuesday, bowing meekly to Thomas Enqvist 7-6 (5), 6-4, 3-6, 6-3."
4,English man accused of sex with Texas minor he met on the Web,A 36-year-old man has been arrested in England and charged with having sex with a 15-year-old Texas girl he met in an Internet chat room.
2,Colvin likes getting in on action,FOXBOROUGH -- It all feels different to Rosevelt Colvin. A 10-1 season feels different than the 13-3 season he experienced with the Chicago Bears under Dick Jauron in 2000.
3,"Alitalia board approves relaunch plan: 3,700 employees to be ","After winning union acceptance of job cuts, Alitalia gave formal approval Monday to a four-year business plan aimed at saving the near-bankrupt Italian airline from collapse."
2,Crawford Ready for His Closeup in the Garden Spotlight,Jamal Crawford is as eager as anyone to make critics forget the last few years of hideous productions on the Garden stage.
3,Benign inflation lifts bonds,"Consumer prices remain in line, boosting bond prices; dollar flat vs. euro, down against yen. NEW YORK (Reuters) - US Treasury prices rose slightly Thursday after a key economic report pointed to tame inflation "
1,U.N. Anti-Terror Head Wants More Intelligence Sharing (Reuters),Reuters - The U.N.'s counterterrorism body said\Wednesday countries may be reluctant to show it all their\intelligence but that was the only way the United Nations could\help prevent future terror attacks.
4,ATI's Radeon Xpress 200 chipset reviewed,"Intel may be struggling a bit with its processors right now, but the company smacked one out of the park with the introduction of its 900-series chipsets."
4,Blog Interrupted,"The instant message blinked on the computer at Jessica Cutler's desk in the Russell Senate Office Building. ""Oh my God, you're famous."""
4,FDA Approves Defibrillator Without Prescription,"By DIEDTRA HENDERSON     WASHINGTON  -- People worried about sudden cardiac arrest no longer need a doctor's prescription to buy devices that jump-start the heart.     The Food and Drug Administration for the first time agreed Thursday to let consumers go online and purchase the $2,000 devices for home use..."
4,ATT Adds Worm And Virus Protection To Firewall Service,It lets businesses protect themselves from a variety of threats without having to deploy firewalls at each of their locations. By Networking Pipeline News.
2,"SWEAT AND TEARS Devers, Radcliffe can't finish; Kastor overjoyed ",Athens -- Two of the greatest female track and field athletes in history crashed and burned within two minutes of each other on a dramatic Sunday night of competition at the Olympic Games.
4,Probe Gets Cozy with Mars Moon,"Nov. 12, 2004 - A new image, taken by the European Space Agency's Mars Express spacecraft, focuses in on the Martian moon Phobos, revealing fine details of the planet's largest satellite."
3,KMart to Buy Sears in $11.5 Billion Deal," NEW YORK (Reuters) - Discount retailer Kmart Holding Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt; will buy department store operator Sears, Roebuck    Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=S.N target=/stocks/quickinfo/fullquote""&gt;S.N&lt;/A&gt; in a $11.5 billion deal unveiled on Wednesday,  creating the third-largest U.S. retailer."
3,UK PRESS: HSBC Interested In $3B Federated Card Ops,LONDON (Dow Jones)--HSBC Holdings PLC (HBC) has expressed an interest in the $3 billion store and credit card operations of Federated Department Stores Inc.
4,"Intel, wireless pioneer McCaw team up on WiMax","SAN FRANCISCO--Intel and cell phone pioneer Craig McCaw's latest company, Clearwire, plan to develop and install high-speed networks based on broadband technology commonly referred to as WiMax."
4,Bill Would Impose Prison Time for Spyware ,"AP - The House on Thursday passed the second bill in three days that would outlaw ""spyware,"" irritating software that quietly monitors the activities of Internet users."
2,Ghostzapper won't disappear come awards time,"*If Eclipse Award voters, of which I am one, so desired, they could reward Stronach Stables and Bobby Frankel with firsts in three categories for Ghostzapper: Horse of the Year, Older Horse, and Sprinter."
1,Nationalists ahead in Bosnia's local elections,"SARAJEVO : Bosnia's ruling Croat, Muslim and Serb nationalists, who led the Balkans country throughout its 1992-95 inter-ethnic war, confirmed their dominance in local elections over the weekend, first partial results showed."
3,Call it an Early Birthday Present,Today the Supreme Court declined to rule that the National Do Not Call Registry violates telemarketers rights to commercial free speech.
2,NHL Lockout at a glance,"The NHL said Wednesday it was imposing a lockout of the players association, effective Thursday -- the day after the expiration of the current collective bargaining agreement."
1,Israeli Tank Fire Kills 3 in Gaza Town," GAZA (Reuters) - Israeli tanks shelled a town in the in the  northern Gaza Strip early on Wednesday, killing three  Palestinians and wounding 10 children in their houses,  witnesses and medics said."
1,Hundreds rally for peace in Nepal,Several hundred people come out in Kathmandu to press for an end to the country's long-running civil war.
4,Matrix cast to lend voice talent to Matrix Online,"The Matrix Online will benefit from the voice talents and likenesses of many of the movie trilogy's original cast, Warner Bros."
2,Ponting Hails  Gladiator Symonds,Andrew Symonds second one-day international hundred was the lynchpin of Australias 10-run NatWest International win over Pakistan - and the source of great personal satisfaction 
2,Astros place playoff tickets on sale today,The Astros will put individual game tickets for the Division Series on sale today at 8 am on astros.com and over the phone toll free at 877-927-8767.
3,Shell sells Dutch pipeline stake,The Dutch government is taking control of its country's gas transport network in a deal that analysts said will boost competition in the Netherlands and ease the way for the creation of a single European gas market.
3,Brinker International reports first-quarter income drop,DALLAS Brinker International today says its first-quarter profit fell by more than half from a year earlier. That's despite increased revenues as charges and higher expenses hurt results.
1,Britain's Blair Looks to Poll After Iraq Apology," BRIGHTON, England (Reuters) - Iraq will not be the decisive  factor for Britons in the next election, Tony Blair said on  Wednesday, as his party pondered the prime minister's  conditional apology over the war."
1,US to change Iraq funding focus,The US administration seeks to refocus its spending in Iraq on better security and other short-term needs.
3,Snow to remain Treasury secretary,"Just days after the Washington rumor mill had John Snow leaving his job as Treasury secretary, President Bush yesterday said Snow was staying on."
1,Kidnapped Iranian Diplomat Released in Iraq - TV," TEHRAN (Reuters) - Iranian diplomat Fereidoun Jahani,  kidnapped in Iraq last month, has been released, the Iranian  embassy in Baghdad said on Monday, adding he was in good health  but tired."
